26 09 2017, 96.81, 33.17
27 09 2017, 127.77, 38.86
28 09 2017, 0.00, 23.09
29 09 2017, 0.00, 16.20
30 09 2017, 0.00, 9.33
01 10 2017, 0.00, 8.98
02 10 2017, 0.00, 18.18
04 10 2017, 2.16, 39.50
05 10 2017, 15.18, 42.83
06 10 2017, 10.31, 41.04
07 10 2017, 0.00, 45.49
08 10 2017, 50.70, 24.09
09 10 2017, 0.00, 20.41
10 10 2017, 207.28, 27.38
11 10 2017, 30.18, 40.67
12 10 2017, 0.15, 21.20
13 10 2017, 0.75, 13.54
14 10 2017, 0.00, 28.40
15 10 2017, 477.96, 40.68
16 10 2017, 0.01, 10.86
17 10 2017, 0.00, 7.41
18 10 2017, 0.00, 10.69
19 10 2017, 0.00, 11.52
20 10 2017, 0.00, 16.95
21 10 2017, 0.00, 8.18
22 10 2017, 137.97, 35.19
23 10 2017, 0.01, 36.44
24 10 2017, 0.00, 20.18
25 10 2017, 0.00, 13.66
26 10 2017, 0.00, 11.84
27 10 2017, 0.00, 16.82
28 10 2017, 0.00, 7.83
29 10 2017, 2.05, 9.01
30 10 2017, 0.00, 8.99
31 10 2017, 0.00, 6.95
01 11 2017, 0.00, 10.41
02 11 2017, 0.00, 28.20
03 11 2017, 0.00, 30.20
04 11 2017, 0.00, 14.09
05 11 2017, 0.00, 24.14
06 11 2017, 0.77, 30.11
07 11 2017, 0.00, 15.15
08 11 2017, 0.00, 12.25
09 11 2017, 0.00, 6.06
10 11 2017, 0.00, 2.92
11 11 2017, 0.00, 6.50
12 11 2017, 0.00, 12.39
13 11 2017, 0.00, 12.31
14 11 2017, 0.00, 8.41
15 11 2017, 0.00, 18.86
16 11 2017, 0.00, 6.32
17 11 2017, 0.00, 9.19
18 11 2017, 0.00, 30.02
19 11 2017, 7.85, 9.52
20 11 2017, 0.00, 6.24
21 11 2017, 0.00, 5.81
22 11 2017, 0.00, 5.04
23 11 2017, 0.00, 5.53
24 11 2017, 0.00, 9.68
25 11 2017, 0.00, 15.70
26 11 2017, 0.00, 7.88
27 11 2017, 0.00, 11.49
28 11 2017, 0.00, 14.12
29 11 2017, 0.00, 20.05
30 11 2017, 0.00, 17.35
01 12 2017, 0.00, 5.16
02 12 2017, 0.00, 5.97
03 12 2017, 0.00, 9.11
04 12 2017, 0.00, 16.07
05 12 2017, 0.00, 26.39
06 12 2017, 0.00, 4.21
07 12 2017, 0.00, 7.82
08 12 2017, 0.00, 2.89
09 12 2017, 0.00, 5.75
10 12 2017, 0.00, 4.50
11 12 2017, 0.00, 9.17
12 12 2017, 0.00, 9.92
13 12 2017, 0.00, 6.96
14 12 2017, 0.00, 8.16
15 12 2017, 0.00, 6.35
16 12 2017, 0.00, 9.36
17 12 2017, 0.00, 8.34
18 12 2017, 0.00, 15.64
19 12 2017, 0.00, 11.64
20 12 2017, 0.00, 13.19
21 12 2017, 0.00, 10.30
22 12 2017, 0.00, 15.46
23 12 2017, 0.00, 13.71
24 12 2017, 0.00, 7.41
25 12 2017, 0.00, 4.10
26 12 2017, 0.00, 4.80
27 12 2017, 0.00, 3.79
28 12 2017, 0.00, 2.75
29 12 2017, 0.00, 6.64
30 12 2017, 0.00, 9.42
31 12 2017, 0.00, 4.67
