00Z 02 Jul 2017, 46.82, 25.12
12Z 02 Jul 2017, 0.00, 23.04
00Z 03 Jul 2017, 775.18, 37.39
12Z 03 Jul 2017, 2.97, 30.52
00Z 04 Jul 2017, 391.76, 30.04
12Z 04 Jul 2017, 636.78, 35.26
00Z 05 Jul 2017, 408.85, 39.33
12Z 05 Jul 2017, 860.40, 43.03
00Z 06 Jul 2017, 1443.43, 46.07
12Z 06 Jul 2017, 487.47, 36.83
00Z 07 Jul 2017, 1049.63, 32.51
12Z 07 Jul 2017, 1285.95, 42.43
18Z 07 Jul 2017, 2923.00, 31.06
00Z 08 Jul 2017, 1209.24, 30.25
12Z 08 Jul 2017, 0.00, 20.30
00Z 09 Jul 2017, 0.00, 19.03
12Z 09 Jul 2017, 0.00, 27.47
00Z 10 Jul 2017, 1974.68, 35.34
12Z 10 Jul 2017, 1309.82, 37.18
00Z 11 Jul 2017, 3052.05, 47.31
12Z 11 Jul 2017, 2159.52, 53.73
00Z 12 Jul 2017, 4033.87, 47.49
12Z 12 Jul 2017, 356.80, 36.04
00Z 13 Jul 2017, 3044.85, 50.85
12Z 13 Jul 2017, 698.62, 58.57
00Z 14 Jul 2017, 427.65, 44.65
12Z 14 Jul 2017, 0.00, 30.30
00Z 15 Jul 2017, 0.00, 17.85
12Z 15 Jul 2017, 0.00, 17.70
00Z 16 Jul 2017, 0.00, 18.50
12Z 16 Jul 2017, 213.52, 36.17
00Z 17 Jul 2017, 837.29, 35.15
12Z 17 Jul 2017, 0.00, 21.46
00Z 18 Jul 2017, 0.00, 19.47
12Z 18 Jul 2017, 0.00, 17.05
00Z 19 Jul 2017, 1428.19, 31.80
12Z 19 Jul 2017, 298.92, 45.34
00Z 20 Jul 2017, 1695.40, 38.40
12Z 20 Jul 2017, 876.86, 45.21
00Z 21 Jul 2017, 3466.09, 46.57
12Z 21 Jul 2017, 1116.51, 52.33
00Z 22 Jul 2017, 2662.72, 41.37
12Z 22 Jul 2017, 154.31, 53.67
00Z 23 Jul 2017, 2770.80, 51.22
12Z 23 Jul 2017, 2815.61, 44.51
00Z 24 Jul 2017, 1922.78, 33.65
12Z 24 Jul 2017, 0.00, 23.17
00Z 25 Jul 2017, 0.46, 23.23
12Z 25 Jul 2017, 0.00, 25.41
00Z 26 Jul 2017, 71.08, 24.74
12Z 26 Jul 2017, 36.54, 30.39
00Z 27 Jul 2017, 2606.10, 43.42
12Z 27 Jul 2017, 238.89, 58.73
00Z 28 Jul 2017, 442.04, 43.91
12Z 28 Jul 2017, 0.00, 26.70
00Z 29 Jul 2017, 6.68, 23.95
12Z 29 Jul 2017, 0.00, 17.53
00Z 30 Jul 2017, 0.00, 14.11
12Z 30 Jul 2017, 0.00, 14.86
00Z 31 Jul 2017, 2.79, 18.80
12Z 31 Jul 2017, 0.01, 24.64
