08 09 2017, 0.00, 20.03
09 09 2017, 0.00, 19.10
10 09 2017, 0.00, 15.07
11 09 2017, 0.00, 12.68
12 09 2017, 0.00, 13.94
13 09 2017, 0.00, 39.60
14 09 2017, 0.00, 22.13
15 09 2017, 0.00, 26.94
16 09 2017, 0.00, 27.06
17 09 2017, 232.89, 39.84
18 09 2017, 0.00, 33.97
19 09 2017, 156.11, 35.09
20 09 2017, 1240.63, 35.66
21 09 2017, 1712.66, 39.65
22 09 2017, 539.34, 31.17
23 09 2017, 131.24, 36.03
24 09 2017, 0.00, 24.03
25 09 2017, 167.61, 34.50
26 09 2017, 40.74, 34.60
27 09 2017, 0.00, 36.54
28 09 2017, 0.00, 12.03
29 09 2017, 0.00, 17.61
30 09 2017, 0.00, 9.92
01 10 2017, 0.00, 13.01
02 10 2017, 0.00, 29.94
04 10 2017, 247.62, 44.63
05 10 2017, 0.00, 48.37
06 10 2017, 0.00, 49.34
07 10 2017, 0.00, 41.38
08 10 2017, 0.00, 14.73
09 10 2017, 26.54, 21.81
10 10 2017, 8.57, 44.53
11 10 2017, 0.00, 23.45
12 10 2017, 10.35, 18.86
13 10 2017, 0.00, 23.80
14 10 2017, 0.00, 39.28
15 10 2017, 0.89, 37.87
16 10 2017, 0.00, 8.71
17 10 2017, 0.00, 12.74
18 10 2017, 0.00, 10.55
19 10 2017, 0.00, 17.18
20 10 2017, 0.00, 17.33
21 10 2017, 0.00, 18.01
22 10 2017, 0.87, 39.07
23 10 2017, 0.00, 33.44
24 10 2017, 0.00, 12.87
25 10 2017, 0.00, 6.19
26 10 2017, 0.00, 14.16
27 10 2017, 0.00, 14.80
28 10 2017, 0.00, 9.56
29 10 2017, 0.00, 5.89
30 10 2017, 0.00, 19.65
31 10 2017, 0.00, 4.71
01 11 2017, 0.00, 14.37
02 11 2017, 4.84, 25.68
03 11 2017, 0.00, 13.30
04 11 2017, 0.00, 27.15
05 11 2017, 811.90, 36.59
06 11 2017, 0.00, 12.45
07 11 2017, 0.00, 15.43
08 11 2017, 0.00, 9.29
09 11 2017, 0.00, 9.53
10 11 2017, 0.00, 5.09
11 11 2017, 0.00, 10.55
12 11 2017, 0.00, 18.64
13 11 2017, 0.33, 7.70
14 11 2017, 0.00, 12.55
15 11 2017, 0.00, 29.77
16 11 2017, 0.00, 4.88
17 11 2017, 0.00, 10.47
18 11 2017, 0.00, 31.84
19 11 2017, 0.00, 4.41
20 11 2017, 0.00, 8.10
21 11 2017, 0.00, 9.39
22 11 2017, 0.00, 4.21
23 11 2017, 0.00, 11.65
24 11 2017, 0.00, 15.00
25 11 2017, 0.00, 6.25
26 11 2017, 0.00, 5.36
27 11 2017, 0.00, 10.64
28 11 2017, 0.00, 13.64
29 11 2017, 0.00, 5.32
30 11 2017, 0.00, 18.95
01 12 2017, 0.00, 5.96
02 12 2017, 0.00, 11.95
03 12 2017, 0.00, 9.14
04 12 2017, 0.00, 26.16
05 12 2017, 0.00, 7.09
06 12 2017, 0.00, 7.42
07 12 2017, 0.00, 4.52
08 12 2017, 0.00, 3.72
09 12 2017, 0.00, 5.82
10 12 2017, 0.00, 6.94
11 12 2017, 0.00, 10.84
12 12 2017, 0.00, 3.17
13 12 2017, 0.00, 10.61
14 12 2017, 0.00, 5.66
15 12 2017, 0.00, 6.54
16 12 2017, 0.00, 8.76
17 12 2017, 0.00, 9.15
18 12 2017, 2.28, 12.86
19 12 2017, 0.00, 13.04
20 12 2017, 0.00, 9.09
21 12 2017, 0.00, 13.39
22 12 2017, 0.00, 15.33
23 12 2017, 0.00, 12.60
24 12 2017, 0.00, 9.44
25 12 2017, 0.00, 3.01
26 12 2017, 0.00, 4.65
27 12 2017, 0.00, 1.39
28 12 2017, 0.00, 5.40
29 12 2017, 0.00, 6.03
30 12 2017, 0.00, 8.04
31 12 2017, 0.00, 5.58
